scenario_id,condition,seed,phase,model_id,model_tag,prompt_version,generated_at,n_tutor_turns,n_learner_turns,exclusion_flag,exclusion_code,exclusion_reason,total_input_tokens,total_output_tokens,total_cost_usd,json_path
SC_0072,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T03:06:32.868691,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0072_17.json
SC_0072,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T03:08:27.086200,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0072_42.json
SC_0072,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T03:10:21.566972,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0072_91.json
SC_0097,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T03:32:45.542204,14,14,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0097_17.json
SC_0097,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T03:38:04.260322,14,14,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0097_42.json
SC_0097,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T03:43:23.837554,14,14,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0097_91.json
SC_0123,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T04:34:19.513773,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0123_17.json
SC_0123,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T04:37:20.775741,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0123_42.json
SC_0123,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T04:40:23.336507,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0123_91.json
SC_0132,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T02:02:09.465888,8,8,False,,,6822,577,0.004481,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0132_17.json
SC_0132,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T05:10:47.762315,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0132_42.json
SC_0132,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T05:13:50.047631,8,8,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0132_91.json
SC_0157,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T05:33:59.693846,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0157_17.json
SC_0157,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T05:35:53.653957,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0157_42.json
SC_0157,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T05:37:48.005534,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0157_91.json
SC_0192,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T05:57:34.364080,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0192_17.json
SC_0192,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T06:00:13.751400,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0192_42.json
SC_0192,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T06:02:53.222803,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0192_91.json
SC_0195,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T06:28:20.004539,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0195_17.json
SC_0195,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T06:29:51.206510,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0195_42.json
SC_0195,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T06:31:22.760828,4,4,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0195_91.json
SC_0222,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T06:51:32.654513,17,17,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0222_17.json
SC_0222,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T06:58:00.173001,17,17,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0222_42.json
SC_0222,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T07:04:27.354511,17,17,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0222_91.json
SC_0243,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T08:06:44.586740,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0243_17.json
SC_0243,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T08:10:53.988571,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0243_42.json
SC_0243,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T08:15:03.801644,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0243_91.json
SC_0265,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T08:56:04.872068,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0265_17.json
SC_0265,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T08:59:29.740293,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0265_42.json
SC_0265,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T09:02:55.231403,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0265_91.json
SC_0292,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T09:37:03.452717,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0292_17.json
SC_0292,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T09:40:28.099056,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0292_42.json
SC_0292,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T09:43:52.735037,9,9,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0292_91.json
SC_0323,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T10:16:30.804810,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0323_17.json
SC_0323,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T10:18:24.505873,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0323_42.json
SC_0323,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T10:20:19.277963,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0323_91.json
SC_0353,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T10:41:32.884464,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0353_17.json
SC_0353,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T10:45:42.857583,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0353_42.json
SC_0353,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T10:49:53.007153,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0353_91.json
SC_0393,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T02:05:30.331755,10,10,False,,,11228,1379,0.007714,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0393_17.json
SC_0393,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T11:31:14.065906,10,10,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0393_42.json
SC_0393,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T11:35:03.726668,10,10,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0393_91.json
SC_0404,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T01:49:43.998790,7,7,False,,,6874,1041,0.004878,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0404_17.json
SC_0404,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T12:00:34.242239,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0404_42.json
SC_0404,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T12:03:13.997424,7,7,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0404_91.json
SC_0407,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T12:23:22.130900,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0407_17.json
SC_0407,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T12:27:33.912307,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0407_42.json
SC_0407,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T12:31:44.071544,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0407_91.json
SC_0409,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T13:11:14.367641,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0409_17.json
SC_0409,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T13:13:08.085530,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0409_42.json
SC_0409,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T13:15:02.407195,5,5,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0409_91.json
SC_0448,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T13:36:19.955841,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0448_17.json
SC_0448,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T13:40:29.482129,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0448_42.json
SC_0448,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T13:44:41.092332,11,11,True,E1,≥2 empty/short turns in dialogue,0,0,0.0,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0448_91.json
SC_0487,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:22:43.372251,4,4,False,,,2656,402,0.001885,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0487_17.json
SC_0487,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:23:01.806882,4,4,False,,,2668,396,0.001887,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0487_42.json
SC_0487,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:23:20.286229,4,4,False,,,2584,417,0.001854,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0487_91.json
SC_0505,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:26:51.054168,11,11,False,,,12783,1256,0.008534,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0505_17.json
SC_0505,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:27:39.551376,11,11,False,,,12791,1314,0.008585,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0505_42.json
SC_0505,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:28:23.894348,11,11,False,,,11801,1125,0.007851,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0505_91.json
SC_0527,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:37:41.137047,9,9,False,,,9988,1417,0.007012,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0527_17.json
SC_0527,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:38:35.939577,9,9,False,,,10401,1411,0.007251,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0527_42.json
SC_0527,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:39:20.877969,9,9,False,,,10347,1360,0.007179,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0527_91.json
SC_0553,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:50:07.337114,10,10,False,,,10091,903,0.006667,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0553_17.json
SC_0553,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:50:52.201836,10,10,False,,,9912,1014,0.006649,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0553_42.json
SC_0553,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:51:37.146717,10,10,False,,,9805,939,0.006527,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0553_91.json
SC_0557,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:59:17.058445,4,4,False,,,3024,613,0.002268,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0557_17.json
SC_0557,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:59:31.683151,4,4,False,,,2843,493,0.002067,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0557_42.json
SC_0557,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T14:59:53.329821,4,4,False,,,2867,533,0.002113,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0557_91.json
SC_0558,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:10:19.301963,8,8,True,E2,Turn 0: non-math content (movie),6966,622,0.004601,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0558_17.json
SC_0558,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:11:01.384367,8,8,True,E2,Turn 0: non-math content (movie),7260,733,0.004862,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0558_42.json
SC_0558,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:11:41.906647,8,8,True,E2,Turn 0: non-math content (movie),7120,768,0.004808,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0558_91.json
SC_0561,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:18:36.259108,11,11,False,,,12907,1102,0.008486,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0561_17.json
SC_0561,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:19:14.046854,11,11,False,,,12607,1034,0.008255,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0561_42.json
SC_0561,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:19:48.206326,11,11,False,,,12203,930,0.007934,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0561_91.json
SC_0570,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T01:53:45.190512,4,4,False,,,3046,453,0.002155,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0570_17.json
SC_0570,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:27:20.786625,4,4,False,,,3014,472,0.002151,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0570_42.json
SC_0570,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:27:41.376202,4,4,False,,,3266,372,0.002221,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0570_91.json
SC_0605,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:30:12.780746,6,6,False,,,4080,497,0.0028,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0605_17.json
SC_0605,C1,42,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:30:36.696588,6,6,False,,,4138,473,0.002815,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0605_42.json
SC_0605,C1,91,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:31:03.193062,6,6,False,,,4152,475,0.002825,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0605_91.json
SC_0688,C1,17,main,meta-llama/Llama-3.1-70B-Instruct,meta-llama_Llama-3.1-70B-Instruct,v1.0,2026-05-16T15:35:36.075733,7,7,False,,,6657,1069,0.004772,outputs/main/meta-llama_Llama-3.1-70B-Instruct/C1/SC_0688_17.json
