packet_id,true_condition,scenario_id,TA1,TA2,TA3,TA4,SS1,SS2,SS3,SS4,SS5,json_path,_primary_mean,excerpt_category,framework_anchor,max_coder_diff,coder_id,use_case_decision,flag_premature_expertise,flag_role_drift,flag_over_technical,flag_misconception_loss,flag_logical_inconsistency,flag_unsupported_reasoning,notes,dialogue_text
66A5797E,C2,SC_0132,2.0,2.5,3.5,4.0,5.0,4.0,3.5,3.5,3.5,outputs/main/C2/SC_0132_91.json,3.9,low_alignment,"Bottom 10% on ['SS1', 'SS2', 'SS3', 'SS4', 'SS5']",,,,,,,,,,,"[TUTOR]   (generic)It's good that ypou tried to do this using algebra butteh answer is not quite right
[LEARNER] Angie's total expenses for the month (including taxes) is 42 + taxes. 
Her total earnings for the mo I used this approach because She tried to use algebra but had the numbers in the wrong pl.
[TUTOR]   (probing)Lets go through it step by step Household expenses are $42, and she earns $80, how much does she have left after paying household expenses?
[LEARNER] Okay, but I still think Angie's total expenses for the month (including taxes) is 42. Maybe the answer is 25?
[TUTOR]   (probing)How much did Angie have left at the end of the month?
[LEARNER] I think I see — so instead I should... Angie's total expenses for the month (including taxes) is 42. Does that mean the answer is 32?
[TUTOR]   (probing)Don't go too far ahead! Lets take this step by step. So after household expenses Angie is left with $38, and at the end of the month she has $18. What is the difference between $38 and $18?
[LEARNER] I think I see — so instead I should... Angie's total expenses for the month (including taxes) is 42. Does that mean the answer is 37?
[TUTOR]   (generic)That's right! Well done! I liked your idea of trying to do it with algebra though, that would be something like:
[LEARNER] I think I see — so instead I should... Angie's total expenses for the month (including taxes) is 42. Does that mean the answer is 42?
[TUTOR]   (probing)No $20 was right! Your formula shoudld have been: salary = HouseholdBills + MoneyLeftOver + taxes; this is $80 = $42 + $18 + Taxes; this is $80 = 60 + Taxes. So what are Taxes?
[LEARNER] I think I see — so instead I should... Angie's total expenses for the month (including taxes) is 42. Does that mean the answer is 24?
[TUTOR]   (generic)That's right! So using algebra was a good approach but the numbers needed to be in the right places.
[LEARNER] I think I see — so instead I should... Angie's total expenses for the month (including taxes) is 42. Does that mean the answer is 23?
[TUTOR]   Now try this similar problem on your own without any hints. Show your reasoning step by step:

Angie is part of a household with shared expenses and contributes $57.1 a month for necessities. She has a salary of $106.2 per month. She also pays a share of the household taxes each month. At the end of this month, she had $26.5 left over. How much did she pay in taxes this month?
[LEARNER] Hmm, let me try. She tried to use algebra but had the num I think the answer might be 23."
6A173111,C2,SC_0809,3.0,3.0,3.5,3.0,4.0,4.0,3.5,4.0,3.5,outputs/main/C2/SC_0809_91.json,3.8,low_alignment,"Bottom 10% on ['SS1', 'SS2', 'SS3', 'SS4', 'SS5']",,,,,,,,,,,"[TUTOR]   (generic)can you walk me through your solution stepwise?
[LEARNER] One-third of 54 mangoes is (1/3) x 54 = 18 ripe mangoes.
The other two-thirds of the mangoes is (2/3 I used this approach because student miscalculated by subtracting 16 from 54 instead of s.
[TUTOR]   (generic)Hi Scott, could you please walk me through your solution?
[LEARNER] Okay, but I still think I subtracted 16 from 54 because Jordan kept 16 unripe mangoe. Maybe the answer is 37?
[TUTOR]   (probing)could you please explain why you subtracted 16 from 54?
[LEARNER] I think I see — so instead I should... I calculated the number of unripe mangoes to be 36. I subtra. Does that mean the answer is 32?
[TUTOR]   (probing)but what was the number of unripe mangoes that you have calculated in your solution?
[LEARNER] I think I see — so instead I should... I calculated the number of unripe mangoes to be 36, but I su. Does that mean the answer is 28?
[TUTOR]   (probing)if the number of unripe mangoes is 36 and jordan kept 16 for himself then how can the remaining number of unripe mangoes  be 38 which is greater than that of the original number of unripe mangoes?
[LEARNER] I think I see — so instead I should... You would get 20 orange candies. There are 30 orange flavore. Does that mean the answer is 36?
[TUTOR]   (probing)scott lets say you have 50 candies out of which 20 are chocolate flavoured and 30 are orange flavored. lets say you kept 10 of the orange flavoured candies for yourself and gave the remaining to me. then how many orange candies do i get?
[LEARNER] I think I see — so instead I should... I subtracted 10 from 30 because there are only 30 orange fla. Does that mean the answer is 20?
[TUTOR]   (probing)very good correct answer. can you now explain why you subtracted 10 from 30 instead of subtracting it from 50?
[LEARNER] I think I see — so instead I should... Yes, I can use this concept to find out the number of unripe. Does that mean the answer is 42?
[TUTOR]   (focus)so now you can use this concept to find out the number of unripe mangoes that were given to jordan's sister.
[LEARNER] I think I see — so instead I should... Yes, I remember the candy problem. I subtracted 10 from 30 a. Does that mean the answer is 23?
[TUTOR]   (telling)remember the candy problem. you subtracted 10 from 30 and not 50. use the same concept here.
[LEARNER] I think I see — so instead I should... Yes, I understand. Jordan kept 16 unripe mangoes for himself. Does that mean the answer is 40?
[TUTOR]   (focus)please note that jordan kept 16 unripe mangoes for himself and gave the remaining to his sister implies that he gave the remaining unripe mangoes to her sister. the ripe mangoes are not considered here.
[LEARNER] I think I see — so instead I should... Yes, I understand. Jordan picked 54 mangoes in total, 18 of . Does that mean the answer is 42?
[TUTOR]   (telling)He picked 54 - 18 = 36 unripe mangoes. he kept 16 for himself. so the number of remaining unripe mangoes has to be calculated by subtracting 16 from 36.
[LEARNER] I think I see — so instead I should... Yes, I can figure out how many jars of pickled mangoes Jorda. Does that mean the answer is 41?
[TUTOR]   (focus)can you now figure out If it takes 4 mangoes to fill a jar, how many jars of pickled mangoes can Jordan's sister make?
[LEARNER] I think I see — so instead I should... Sure. First, I calculated one-third of the 54 mangoes which . Does that mean the answer is 39?
[TUTOR]   (generic)good job
[LEARNER] I think I see — so instead I should... I subtracted 16 from 54 because Jordan kept 16 unripe mangoe. Does that mean the answer is 25?
[TUTOR]   Now try this similar problem on your own without any hints. Show your reasoning step by step:

Jordan picked 67.6 mangoes from his tree. One-third of the mangoes were ripe while the other two-thirds were not yet ripe. Jordan kept 22.7 unripe mangoes and gave the remainder to his sister who pickled them in glass jars. If it takes 5.3 mangoes to fill a jar, how many jars of pickled mangoes can Jordan's sister make?
[LEARNER] Hmm, let me try. student miscalculated by subtracting 16  I think the answer might be 31."
0298B245,C4,SC_1030,,,,,,,,,,,,max_disagreement,Coder disagreement ≥ 2 points,2.0,,,,,,,,,,
02F1F0F5,C1,SC_0072,,,,,,,,,,,,max_disagreement,Coder disagreement ≥ 2 points,2.0,,,,,,,,,,
08000100,C4,SC_0014,,,,,,,,,,,,max_disagreement,Coder disagreement ≥ 2 points,2.0,,,,,,,,,,
087873CC,C4,SC_0946,,,,,,,,,,,,max_disagreement,Coder disagreement ≥ 2 points,2.0,,,,,,,,,,
11FCABD1,C1,SC_1340,,,,,,,,,,,,max_disagreement,Coder disagreement ≥ 2 points,2.0,,,,,,,,,,
1B6411CC,C3,SC_2147,,,,,,,,,,,,max_disagreement,Coder disagreement ≥ 2 points,2.0,,,,,,,,,,
00EAC513,C4,SC_1994,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,,,failure,"Competence paradox (Yuan et al., 2026)",,CODER_A,reject,1.0,0.0,0.0,1.0,0.0,0.0,,
01A229F8,C1,SC_1691,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,,,failure,"Unsupported reasoning / authenticity (BEA / Mannekote et al., 2025)",,CODER_A,learning_by_teaching,0.0,0.0,0.0,0.0,0.0,1.0,,
0298B245,C4,SC_1030,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,,,failure,"Epistemic fidelity failure (Yuan et al., 2026)",,CODER_A,reject,0.0,0.0,0.0,1.0,0.0,1.0,,
02F1F0F5,C1,SC_0072,4.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,,,failure,"Role instability (Yuan et al., 2026; Mannekote et al., 2025)",,CODER_A,learning_by_teaching,0.0,1.0,0.0,0.0,0.0,0.0,,
08000100,C4,SC_0014,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,failure,"Epistemic fidelity failure (Yuan et al., 2026)",,CODER_A,reject,0.0,0.0,0.0,1.0,0.0,1.0,,
081E2625,C2,SC_2029,3.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,,,failure,"Epistemic fidelity failure (Yuan et al., 2026)",,CODER_B,diagnostic_simulation,0.0,0.0,0.0,1.0,0.0,0.0,,
